STUID,DOB,GENDER,ETHNICITYID,ETHNICITY,CITYID,CITY,DISTRICTID,DISTRICT,FEEDERID,FEEDER,PROGRAMSTART,CODE,PROGRAM,DEGREEID,DEGREE,PROGRAMSTATUS,GRADDATE,PROGRAMEND,BREAK,ENROLLEDSEMESTER,SEMESTERCREDITSATTEMPTED,SEMESTERCREDITSEARNED,SEMESTERPOINTS,SEMESTERGPA,COURSECODE,COURSETITLE,COURSEGRADE,COURSECREDITS,COURSEPOINTS,COURSEGPA,COMMENTS,CGPA
6244,17/10/1997,M,15,Other,"52,997",BELMOPAN CITY,393,CAYO,104,BELMOPAN COMPREHENSIVE SCHOOL,13/08/2018,BINT,Information Technology,13,Bachelor of Science,Graduated,23/10/2021,09/12/2020,-,2018-3,3.00,3.00,9.00,3.38,RSCH2014,RESEARCH METHODS,B,3.00,9.00,3.00,,3.05
6244,17/10/1997,M,15,Other,"52,997",BELMOPAN CITY,393,CAYO,104,BELMOPAN COMPREHENSIVE SCHOOL,13/08/2018,BINT,Information Technology,13,Bachelor of Science,Graduated,23/10/2021,09/12/2020,-,2019-1,3.00,3.00,6.00,2.60,CMPS4175,ROUTING AND SWITCHING,C,3.00,6.00,2.00,,3.05
6244,17/10/1997,M,15,Other,"52,997",BELMOPAN CITY,393,CAYO,104,BELMOPAN COMPREHENSIVE SCHOOL,13/08/2018,BINT,Information Technology,13,Bachelor of Science,Graduated,23/10/2021,09/12/2020,-,2019-1,3.00,3.00,10.50,2.60,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B+,3.00,10.50,3.50,,3.05
6244,17/10/1997,M,15,Other,"52,997",BELMOPAN CITY,393,CAYO,104,BELMOPAN COMPREHENSIVE SCHOOL,13/08/2018,BINT,Information Technology,13,Bachelor of Science,Graduated,23/10/2021,09/12/2020,-,2019-3,3.00,3.00,9.00,3.25,ENGL1035,THE COMPOSING PROCESS,B,3.00,9.00,3.00,,3.05
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2016-1,3.00,3.00,0.00,2.75,CMPS2131,DATA STRUCTURES,F,3.00,0.00,0.00,REPEAT,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2017-2,3.00,3.00,12.00,3.13,CMPS1134,FUNDAMENTALS OF COMPUTING,A,3.00,12.00,4.00,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2017-2,3.00,3.00,9.00,3.13,CMPS2212,GUI PROGRAMMING,B,3.00,9.00,3.00,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2017-2,3.00,3.00,6.00,3.13,CMPS3272,SYSTEMS ENGINEERING,C,3.00,6.00,2.00,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2015-1,3.00,0.00,0.00,2.50,CMPS3151,TELECOMMUNICATION,W,3.00,0.00,0.00,REPEAT,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2015-1,3.00,3.00,10.50,2.50,MATH1151,ALGEBRA,B+,3.00,10.50,3.50,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2015-1,3.00,3.00,6.00,2.50,MATH1201,TRIGONOMETRY,C,3.00,6.00,2.00,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2016-2,3.00,3.00,9.00,2.83,ENGL3155,TECHNICAL WRITING,B,3.00,9.00,3.00,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2017-1,3.00,3.00,12.00,3.33,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,A,3.00,12.00,4.00,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2015-2,3.00,3.00,11.25,2.92,CMPS3232,SYSTEMS ADMINISTRATION,A-,3.00,11.25,3.75,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2016-1,3.00,3.00,7.50,2.75,MATH2201,CALCULUS II,C+,3.00,7.50,2.50,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2017-1,3.00,3.00,9.00,3.33,CMPS3151,TELECOMMUNICATION,B,3.00,9.00,3.00,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2017-3,3.00,3.00,12.00,3.50,HIST1014,INTRODUCTION TO BELIZEAN HISTORY,A,3.00,12.00,4.00,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2018-1,3.00,3.00,9.00,3.00,CMPS3141,HUMAN COMPUTER INTERFACE,B,3.00,9.00,3.00,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2018-1,3.00,3.00,9.00,3.00,CMPS4175,ROUTING AND SWITCHING,B,3.00,9.00,3.00,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2018-2,12.00,12.00,45.00,3.75,CMPS4992,PROFESSIONAL PRACTICE,A-,12.00,45.00,3.75,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2015-2,3.00,3.00,7.50,2.92,CMPS3012,MANAGEMENT INFORMATION SYSTEM,C+,3.00,7.50,2.50,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2016-2,3.00,3.00,7.50,2.83,MATH3251,CALCULUS III,C+,3.00,7.50,2.50,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2017-1,3.00,3.00,10.50,3.33,CMPS4251,COMPUTER AND NETWORK SECURITY,B+,3.00,10.50,3.50,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2017-3,3.00,3.00,9.00,3.50,SOCL1014,INTRODUCTION TO SOCIOLOGY,B,3.00,9.00,3.00,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2015-1,3.00,3.00,6.00,2.50,CMPS3111,PROGRAMMING LANGUAGES,C,3.00,6.00,2.00,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2016-1,3.00,3.00,9.00,2.75,CMPS4151,NETWORK ENGINEERING,B,3.00,9.00,3.00,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2016-2,3.00,3.00,9.00,2.83,ENGL2105,COMMUNICATION SKILLS,B,3.00,9.00,3.00,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2017-1,3.00,3.00,9.00,3.33,CMPS2131,DATA STRUCTURES,B,3.00,9.00,3.00,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2017-1,3.00,3.00,9.00,3.33,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,B,3.00,9.00,3.00,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2015-1,3.00,3.00,0.00,2.50,CMPS2131,DATA STRUCTURES,F,3.00,0.00,0.00,REPEAT,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2015-2,3.00,3.00,7.50,2.92,MATH1302,CALCULUS I,C+,3.00,7.50,2.50,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2017-1,3.00,3.00,10.50,3.33,MATH3151,LINEAR ALGEBRA,B+,3.00,10.50,3.50,,3.13
6268,08/06/1991,M,13,Mestizo,"98,131",BELIZE,499,465,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,16/05/2019,-,2017-2,3.00,3.00,10.50,3.13,CMPS3252,ALGORITHMS,B+,3.00,10.50,3.50,,3.13
6297,17/12/1985,F,13,Mestizo,"52,592",SAN JOSE SUCCOTZ VILLAGE,393,CAYO,143,SACRED HEART JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Dropped,,,-,2015-2,3.00,3.00,9.00,3.00,MGMT1014,FUNDAMENTALS OF MANAGEMENT,B,3.00,9.00,3.00,,3.00
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2015-1,3.00,3.00,7.50,3.04,CMPS2131,DATA STRUCTURES,C+,3.00,7.50,2.50,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2015-1,3.00,3.00,9.00,3.04,CMPS3111,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2015-2,3.00,3.00,10.50,2.97,CMPS3232,SYSTEMS ADMINISTRATION,B+,3.00,10.50,3.50,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2015-3,3.00,3.00,10.50,3.75,SOCL1014,INTRODUCTION TO SOCIOLOGY,B+,3.00,10.50,3.50,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2016-1,3.00,3.00,10.50,3.35,CMPS4251,COMPUTER AND NETWORK SECURITY,B+,3.00,10.50,3.50,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2016-2,3.00,3.00,11.25,3.31,ENGL2105,COMMUNICATION SKILLS,A-,3.00,11.25,3.75,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2017-1,3.00,3.00,11.25,3.31,CMPS4991,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,A-,3.00,11.25,3.75,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2015-1,3.00,3.00,12.00,3.04,ENGL3155,TECHNICAL WRITING,A,3.00,12.00,4.00,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2015-1,3.00,3.00,11.25,3.04,MATH1151,ALGEBRA,A-,3.00,11.25,3.75,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2015-1,3.00,3.00,9.00,3.04,MATH1201,TRIGONOMETRY,B,3.00,9.00,3.00,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2015-2,1.00,1.00,4.00,2.97,PHYS1015L,GENERAL PHYSICS I LAB,A,1.00,4.00,4.00,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2015-3,3.00,3.00,12.00,3.75,HIST1014,INTRODUCTION TO BELIZEAN HISTORY,A,3.00,12.00,4.00,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2016-1,3.00,3.00,10.50,3.35,CMPS3131,ADVANCED GUI PROGRAMMING,B+,3.00,10.50,3.50,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2016-2,3.00,3.00,9.00,3.31,MATH3251,CALCULUS III,B,3.00,9.00,3.00,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2017-1,3.00,3.00,9.00,3.31,CMPS4181,MOBILE APPLICATION DEVELOPMENT,B,3.00,9.00,3.00,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2017-1,3.00,3.00,12.00,3.31,CMPS4231,DIGITAL LOGIC & SIGNAL PROCESSING,A,3.00,12.00,4.00,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2017-1,3.00,3.00,7.50,3.31,MATH3151,LINEAR ALGEBRA,C+,3.00,7.50,2.50,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2017-2,3.00,3.00,11.25,3.75,CMPS1134,FUNDAMENTALS OF COMPUTING,A-,3.00,11.25,3.75,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2015-1,3.00,3.00,6.00,3.04,CMPS3151,TELECOMMUNICATION,C,3.00,6.00,2.00,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2015-2,3.00,0.00,0.00,2.97,CMPS3272,SYSTEMS ENGINEERING,W,3.00,0.00,0.00,REPEAT,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2015-2,3.00,3.00,10.50,2.97,CMPS3012,MANAGEMENT INFORMATION SYSTEM,B+,3.00,10.50,3.50,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2016-1,3.00,3.00,9.00,3.35,CMPS2151,WEB DEVELOPMENT,B,3.00,9.00,3.00,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2016-2,3.00,3.00,9.00,3.31,CMPS3272,SYSTEMS ENGINEERING,B,3.00,9.00,3.00,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2015-2,3.00,3.00,7.50,2.97,MATH1302,CALCULUS I,C+,3.00,7.50,2.50,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2016-2,3.00,3.00,10.50,3.31,CMPS3252,ALGORITHMS,B+,3.00,10.50,3.50,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2015-2,3.00,3.00,7.50,2.97,CMPS2212,GUI PROGRAMMING,C+,3.00,7.50,2.50,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2015-2,3.00,3.00,7.50,2.97,PHYS1015,GENERAL PHYSICS I,C+,3.00,7.50,2.50,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2016-1,3.00,3.00,11.25,3.35,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,A-,3.00,11.25,3.75,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2016-1,3.00,3.00,9.00,3.35,MATH2201,CALCULUS II,B,3.00,9.00,3.00,,3.31
6298,12/04/1994,F,13,Mestizo,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,16/06/2018,14/05/2018,-,2017-2,12.00,12.00,45.00,3.75,CMPS4992,PROFESSIONAL PRACTICE,A-,12.00,45.00,3.75,,3.31
6328,16/06/1997,M,8,Creole,"53,768",BELIZE,75,BELIZE,91,ADULT & CONTINUING EDUCATION,01/08/2021,BINT,Information Technology,13,Bachelor of Science,In Process,,,-,2022-2,3.00,,,,RSCH2014,RESEARCH METHODS,,3.00,,,,2.60
6328,16/06/1997,M,8,Creole,"53,768",BELIZE,75,BELIZE,91,ADULT & CONTINUING EDUCATION,01/08/2021,BINT,Information Technology,13,Bachelor of Science,In Process,,,-,2021-1,3.00,3.00,10.50,2.50,CMPS3151,TELECOMMUNICATION,B+,3.00,10.50,3.50,,2.60
6328,16/06/1997,M,8,Creole,"53,768",BELIZE,75,BELIZE,91,ADULT & CONTINUING EDUCATION,01/08/2021,BINT,Information Technology,13,Bachelor of Science,In Process,,,-,2021-1,3.00,3.00,4.50,2.50,RSCH2014,RESEARCH METHODS,D+,3.00,4.50,1.50,,2.60
6328,16/06/1997,M,8,Creole,"53,768",BELIZE,75,BELIZE,91,ADULT & CONTINUING EDUCATION,01/08/2021,BINT,Information Technology,13,Bachelor of Science,In Process,,,-,2021-2,3.00,3.00,6.00,2.75,CMPS2212,GUI PROGRAMMING,C,3.00,6.00,2.00,,2.60
6328,16/06/1997,M,8,Creole,"53,768",BELIZE,75,BELIZE,91,ADULT & CONTINUING EDUCATION,01/08/2021,BINT,Information Technology,13,Bachelor of Science,In Process,,,-,2021-2,3.00,3.00,10.50,2.75,CMPS2232,OBJECT ORIENTED SYSTEM DEVELOPMENT,B+,3.00,10.50,3.50,,2.60
6328,16/06/1997,M,8,Creole,"53,768",BELIZE,75,BELIZE,91,ADULT & CONTINUING EDUCATION,01/08/2021,BINT,Information Technology,13,Bachelor of Science,In Process,,,-,2022-2,3.00,,,,CMPS4131,SOFTWARE ENGINEERING,,3.00,,,,2.60
6328,16/06/1997,M,8,Creole,"53,768",BELIZE,75,BELIZE,91,ADULT & CONTINUING EDUCATION,01/08/2021,BINT,Information Technology,13,Bachelor of Science,In Process,,,-,2021-1,3.00,3.00,7.50,2.50,PHIL1014,ETHICS,C+,3.00,7.50,2.50,,2.60
6335,18/12/1994,M,13,Mestizo,"54,245",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,17/01/2023,BINT,Information Technology,13,Bachelor of Science,In Process,,,-,2022-2,3.00,,,,CMPS3162,ADVANCED DATABASES,,3.00,,,,
6335,18/12/1994,M,13,Mestizo,"54,245",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,17/01/2023,BINT,Information Technology,13,Bachelor of Science,In Process,,,-,2022-2,3.00,,,,ENGL3155,TECHNICAL WRITING,,3.00,,,,
6335,18/12/1994,M,13,Mestizo,"54,245",BELIZE CITY,75,BELIZE,164,UNIVERSITY OF BELIZE,17/01/2023,BINT,Information Technology,13,Bachelor of Science,In Process,,,-,2022-2,3.00,,,,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,,3.00,,,,
6338,10/09/1996,F,8,Creole,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,10/12/2018,-,2015-2,3.00,3.00,12.00,3.77,PSYC1014,INTRODUCTION TO PSYCHOLOGY,A,3.00,12.00,4.00,,3.61
6338,10/09/1996,F,8,Creole,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,10/12/2018,-,2016-1,3.00,3.00,10.50,3.35,CMPS4251,COMPUTER AND NETWORK SECURITY,B+,3.00,10.50,3.50,,3.61
6338,10/09/1996,F,8,Creole,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,10/12/2018,-,2015-1,3.00,3.00,11.25,3.67,CMPS2151,WEB DEVELOPMENT,A-,3.00,11.25,3.75,,3.61
6338,10/09/1996,F,8,Creole,"53,768",BELIZE,75,BELIZE,152,ST. JOHN'S COLLEGE JUNIOR COLLEGE,17/08/2015,BINT,Information Technology,13,Bachelor of Science,Graduated,15/06/2019,10/12/2018,-,2015-1,3.00,3.00,12.00,3.67,ENGL2105,COMMUNICATION SKILLS,A,3.00,12.00,4.00,,3.61
